1;3.6216216216216215
2;3.06
3;3.0197368421052633
4;3.392156862745098
5;2.9473684210526314
6;3.3797468354430378
7;3.272727272727273
8;2.825174825174825
9;3.4615384615384617
10;2.9565217391304346
11;3.1700680272108843
12;3.013245033112583
13;3.1059602649006623
14;3.1904761904761907
15;2.9536423841059603
16;3.232142857142857
17;2.78343949044586
18;3.5301204819277108
19;3.0328947368421053
20;3.2129032258064516
21;3.0714285714285716
22;2.9254658385093166
23;3.0127388535031847
24;3.5208333333333335
25;3.3716216216216215
26;3.0689655172413794
27;3.099290780141844
28;3.185185185185185
29;3.1284916201117317
30;2.82
31;3.2867132867132867
32;2.7515151515151515
33;3.1076923076923078
34;3.084507042253521
35;3.24025974025974
36;3.124223602484472
37;3.3312101910828025
38;3.358108108108108
39;3.386861313868613
40;2.9602649006622515
41;3.2333333333333334
42;3.2356687898089174
43;2.8142857142857145
44;3.164285714285714
45;3.167741935483871
46;2.8866666666666667
47;3.029940119760479
48;3.3012048192771086
49;3.304093567251462
50;3.2236024844720497
51;3.054054054054054
52;3.2151898734177213
53;3.1666666666666665
54;3.170886075949367
55;2.878980891719745
56;3.0961538461538463
57;2.973333333333333
58;3.471014492753623
59;3.4193548387096775
60;3.265193370165746
61;3.212121212121212
62;3.1578947368421053
63;3.2264150943396226
64;2.926829268292683
65;3.2264150943396226
66;2.9453125
67;3.4166666666666665
68;3.276243093922652
69;3.2658227848101267
70;3.2977099236641223
71;3.241830065359477
72;3.6134969325153374
73;3.155688622754491
74;3.3229813664596275
75;3.1823529411764704
76;3.0470588235294116
77;3.2051282051282053
78;2.7746478873239435
79;3.2684563758389262
80;2.9714285714285715
81;3.0783132530120483
82;3.1402439024390243
83;3.4069767441860463
84;3.175324675324675
85;3.0060975609756095
86;3.2303030303030305
87;3.2171052631578947
88;3.236842105263158
89;2.947712418300654
90;2.8344827586206898
91;3.152317880794702
92;3.25
93;3.0559006211180124
94;3.0927152317880795
95;2.9452054794520546
96;3.0773809523809526
97;3.1751824817518246
98;2.943396226415094
99;3.331168831168831
100;2.914473684210526
101;2.9235294117647057
102;3.0683229813664594
103;3.2435897435897436
104;2.8650306748466257
105;3.155844155844156
106;3.0592105263157894
107;3.2739726027397262
108;3.2732919254658386
109;3.2285714285714286
110;3.0253164556962027
111;3.5827814569536423
112;3.1543624161073827
113;3.3857142857142857
114;3.1907894736842106
115;3.085526315789474
116;3.1020408163265305
117;3.0567375886524824
118;2.8260869565217392
119;3.289308176100629
120;3.146892655367232
121;3.2777777777777777
122;3.0736196319018405
123;2.967948717948718
124;3.25974025974026
125;3.16969696969697
126;3.176470588235294
127;3.0106951871657754
128;3.108695652173913
129;2.9814814814814814
130;3.3850931677018634
131;3.2913907284768213
132;3.212121212121212
133;3.143712574850299
134;3.1333333333333333
135;2.954248366013072
136;2.947019867549669
137;3.18562874251497
138;3.2452830188679247
139;3.006666666666667
140;3.0136986301369864
141;3.0921985815602837
142;3.1839080459770117
143;3.367816091954023
144;3.119496855345912
145;3.4696969696969697
146;3.2056737588652484
147;2.902097902097902
148;3.136986301369863
149;3.0
150;3.2356687898089174
151;2.9748427672955975
152;3.116279069767442
153;2.948717948717949
154;3.25
155;3.176470588235294
156;3.3641975308641974
157;3.2928571428571427
158;3.463276836158192
159;3.4295774647887325
160;2.945945945945946
161;3.0723684210526314
162;3.122448979591837
163;3.064935064935065
164;3.5963855421686746
165;3.4466666666666668
166;3.2666666666666666
167;2.960526315789474
168;3.2535211267605635
169;3.442176870748299
170;3.374233128834356
171;3.6139240506329116
172;3.097902097902098
173;3.246376811594203
174;3.201388888888889
175;3.398876404494382
176;2.891891891891892
177;3.546666666666667
178;3.289156626506024
179;3.2049689440993787
180;3.4685314685314683
181;3.2732919254658386
182;3.375796178343949
183;3.244186046511628
184;3.18978102189781
185;3.0482758620689654
186;3.228187919463087
187;3.2948717948717947
188;2.9925925925925925
189;3.37888198757764
190;3.261146496815287
191;3.0185185185185186
192;3.5205479452054793
193;3.104651162790698
194;3.108843537414966
195;3.1901840490797544
196;3.139705882352941
197;3.047945205479452
198;3.348993288590604
199;3.0064935064935066
200;3.142857142857143
